Employee_ID,Name,Department,Role,Base_Salary,Bonus,Total_Compensation,Years_of_Experience,Education_Level,Gender,Age,City,Performance_Rating
36633,Tiffany Ware,HR,Sales Executive,94085.65,24786.01,175499.39,12,Bachelor's,Female,22,New York,4.3
50927,Julie Mitchell,Marketing,Engineer,132089.6,16387.25,92248.81,1,Bachelor's,Male,43,New York,4.8
85219,Adam Sims,Finance,Sales Executive,127343.73,8570.36,94406.69,4,Bachelor's,Other,28,New York,3.0
39398,Candace Greer,Engineering,Sales Executive,54998.97,21605.17,190861.67,27,Master's,Male,41,Houston,1.9
62781,James Barker,Marketing,Consultant,120911.95,26888.28,87910.01,6,Bachelor's,Female,51,Houston,2.0
41407,Suzanne Mitchell,Finance,Manager,131252.37,47119.92,73668.6,22,PhD,Other,28,Chicago,1.6
99468,Michelle Miranda,Sales,Manager,54840.18,45019.22,161763.64,22,PhD,Female,28,Chicago,2.9
41418,Erika Bush,HR,Manager,121997.32,30069.76,85307.22,14,Master's,Female,22,Chicago,1.4
51587,Bruce Lopez,Sales,Consultant,83149.62,24194.42,127233.6,18,Master's,Female,34,Chicago,1.9
80850,Joann Anderson,Finance,Sales Executive,65998.28,10818.33,195471.47,27,Master's,Female,58,New York,3.3
70426,Dana Wilcox,Sales,Engineer,117644.58,33508.0,192360.61,24,Master's,Female,22,New York,1.2
95980,Stacy Martin,Engineering,Engineer,72311.02,42978.72,156115.37,24,Master's,Female,37,Chicago,2.5
12993,Katherine Schultz,Marketing,Consultant,101964.54,34903.21,95735.76,10,PhD,Male,57,New York,4.8
34721,Katherine Montgomery,Engineering,Engineer,41497.23,35562.43,178022.68,28,Master's,Other,29,Chicago,2.6
38985,Robert Grant,Sales,Consultant,60487.55,19188.83,148442.8,7,PhD,Female,46,San Francisco,3.4
74977,Carol Huerta,Marketing,Consultant,148397.41,30332.73,107759.01,8,Bachelor's,Other,29,San Francisco,3.6
16289,Monique Jones,HR,Engineer,68733.64,38166.54,92052.8,13,PhD,Other,49,Houston,3.7
32608,Christopher Lowery,Finance,Consultant,84715.71,45024.98,145015.11,7,Bachelor's,Male,49,New York,4.3
51319,Derek Lam,Engineering,Sales Executive,67572.4,5159.1,50155.11,24,PhD,Female,27,San Francisco,1.3
65421,Caleb Parker,Marketing,Engineer,73275.51,41491.52,192532.36,13,Master's,Female,23,Chicago,3.0
19059,Miss Christie Randolph,Engineering,Analyst,60449.93,9382.7,151447.08,12,Bachelor's,Male,41,New York,2.4
54816,Samantha Golden,Sales,Manager,131456.35,30437.4,132423.08,12,PhD,Female,54,Chicago,2.8
77988,Brent Evans,Sales,Engineer,139590.09,13911.28,58099.28,11,PhD,Male,40,San Francisco,2.8
63059,Nicholas Hernandez,Finance,Engineer,112984.0,44562.76,117874.23,28,PhD,Female,32,Los Angeles,4.7
75433,Sarah Washington,Marketing,Engineer,124030.51,46083.51,173815.52,7,Master's,Male,33,Chicago,3.2
